Geneid gene_name HFD_1 HFD_2 HFD_3 LFD_1 LFD_2 LFD_3
ENSMUSG00000000194.14 Gpr107 894 1254 818.5 1526.5 1172.5 1416
ENSMUSG00000088891.4 Gm22516 1 3 2 8 3 3
ENSMUSG00000087430.2 Gm13405 3 21 1.5 15.5 8.5 13
ENSMUSG00000062661.7 Ncs1 100 144 23 233 137 459
ENSMUSG00000055632.19 Hmcn2 331 352 498 114 6035 776
ENSMUSG00000076441.10 Ass1 78 151.5 30.5 438.5 60 175
ENSMUSG00000084226.2 Gm13426 0 0 0 0 0 0
ENSMUSG00000026843.16 Fubp3 436 554.5 400.5 605.5 524.5 756
ENSMUSG00000098904.3 Mir6998 1 0.5 0.5 0.5 0.5 1
ENSMUSG00000085224.3 Gm13425 0 0 0 1 0 0
ENSMUSG00000079466.3 Prdm12 0 0 0 0 0 0
ENSMUSG00000083143.3 Gm13424 0 0 0 0 0 0
ENSMUSG00000039356.16 Exosc2 143.2 180 132.75 255.2 142.5 204.7
ENSMUSG00000087549.2 Gm13427 2 10 8.75 9 7.5 7.5
ENSMUSG00000026842.17 Abl1 1188.5 1343.5 1047.5 1556 1843.5 3275.33
ENSMUSG00000118600.2 Gm56303 9.5 11 9 12 8 14.5
ENSMUSG00000043102.3 Qrfp 5 9 5 14 16 27
ENSMUSG00000026841.8 Fibcd1 0 2 1 0 2 0
ENSMUSG00000086356.2 Gm13441 6.5 13.5 9 7 3.5 2.5
ENSMUSG00000026840.15 Lamc3 126.5 326.5 198 188 80.5 63.5
ENSMUSG00000001864.14 Aif1l 93.5 205.25 134.5 160 264 413
ENSMUSG00000085737.2 Gm13442 2.5 11.75 3.5 3 13 15
ENSMUSG00000001855.16 Nup214 540.33 622.5 442.67 912.67 772 842.83
ENSMUSG00000081480.2 Gm13608 3 9 4 21 10 11
ENSMUSG00000086192.2 Gm13609 13.5 24.5 18 26.5 24.5 22
ENSMUSG00000050592.9 Fam78a 102.83 138.17 54.17 221 184.5 155
ENSMUSG00000090157.8 Gm16534 16.33 24 13.17 27 19 23.83
ENSMUSG00000099075.3 Mir7674 0 0.33 0 0.33 0 0.33
ENSMUSG00000051373.6 Plpp7 47 38 144 35 286 87
ENSMUSG00000039262.17 Prrc2b 1723.5 1952.5 2303 2165.5 3344.5 3159.5
ENSMUSG00002076731.1 Gm56324 0 0 0 0 4 0
ENSMUSG00000119688.1 Gm22192 0 1.5 0 0 2 2
ENSMUSG00000119104.1 Gm25632 0 0.5 1 0 2 2
ENSMUSG00000086216.2 Gm13610 66.5 70.5 102 67.5 115.5 80.5
ENSMUSG00000039254.17 Pomt1 579 779.5 1117.5 585 680 388
ENSMUSG00000002550.17 Uck1 2826.5 2801 3432.83 1488.5 1446.5 541.5
ENSMUSG00000066068.6 Gm13611 113.95 105.37 142.15 127.05 103.08 143.58
ENSMUSG00000044627.12 Swi5 1628.5 1600.03 2318.33 1366.5 1531.2 1450.5
ENSMUSG00000002546.18 Golga2 1421.5 1579.5 1547.5 1585.5 1499.5 1869
ENSMUSG00000026825.18 Dnm1 518 444 381 215 1111 2148
ENSMUSG00000092765.5 Mir3154 1 2 0 0 1 0
ENSMUSG00000092807.3 Mir199b 2 1 0 0 2 3
ENSMUSG00000039205.17 Ciz1 401.5 575.5 336.5 669.5 593.5 619.5
ENSMUSG00000039195.5 Bbln 1342.5 882.5 905.5 778.5 463.5 335.5
ENSMUSG00000026822.15 Lcn2 268 126 30 1623 281 665
ENSMUSG00000026820.6 Ptges2 1010 908 1076 514.5 460 266
ENSMUSG00000083004.2 Gm13413 27 22.3 28.4 34.8 24.2 34.7
ENSMUSG00000026819.16 Slc25a25 443 283 634 473 536.5 263.5
ENSMUSG00000039164.3 Naif1 117 122 110 161 125.5 142.5
ENSMUSG00000103175.2 Gm37169 7 3.33 0 4 2.33 1
ENSMUSG00000085017.2 Gm13412 1 0 0 2 0 0
ENSMUSG00000039157.13 Fam102a 361 518 199 261 404 404
ENSMUSG00000026810.13 Dpm2 212 250 253 342 257 237
ENSMUSG00000075405.4 9430097D07Rik 2 3 0 1.5 6 4.5
ENSMUSG00000046854.17 Pip5kl1 0 2 0 2.5 0 1.5
ENSMUSG00000079442.13 St6galnac4 420 618.5 139 873 403.5 574
ENSMUSG00000093147.3 Gm23369 1 3 0 1 0 0
ENSMUSG00000026811.19 St6galnac6 981.6 1160.1 404 770.2 420.3 715.6
ENSMUSG00000026817.15 Ak1 1056 992 1478 454 2293 1147
ENSMUSG00000026814.17 Eng 974.5 2429 895 2576 1412 2142
ENSMUSG00000093336.3 Mir1954 0 2 0 2 6 1
ENSMUSG00002075439.1 Gm56382 1 0.5 0 1.5 0 0.5
ENSMUSG00000093277.3 Gm26236 3 0.5 0 1.5 0 0.5
ENSMUSG00000009566.13 Fpgs 115.5 126 113 194 125 271.5
ENSMUSG00000098972.3 Mir8093 2 3 3 4 1 6.5
ENSMUSG00000009555.17 Cdk9 512.83 488.5 410.5 678.83 544.83 609.5
ENSMUSG00000093280.3 Mir2861 1.33 1 1 2.33 1.83 4.5
ENSMUSG00000105841.3 Mir3960 1.33 1 1.5 1.83 1.33 5.5
ENSMUSG00000059013.13 Sh2d3c 142.5 253.5 159 394 144 163.5
ENSMUSG00000009551.3 6330409D20Rik 14.5 25.5 13 35 26 7.5
ENSMUSG00000039021.16 Ttc16 38 36.5 30 65.5 31.5 43.5
ENSMUSG00000009563.17 Tor2a 361 374.5 357 497.5 342.5 416.5
ENSMUSG00000053746.9 Ptrh1 47 52 38 81.5 38 86.5
ENSMUSG00000038987.9 Cfap157 13 30 17 33.5 24 38.5
ENSMUSG00000026797.17 Stxbp1 135 176 109 254 218 342
ENSMUSG00000064652.3 Gm24165 2 2 0 0 2 0
ENSMUSG00000085397.2 Gm13524 0 4 1 2 0 4
ENSMUSG00000087496.3 Gm13523 4 7 2 4 8 5
ENSMUSG00000026796.17 Niban2 1504 2242 464.5 3827.5 908.5 2606
ENSMUSG00000026792.17 Lrsam1 322.5 393.5 373.5 387.5 365 430
ENSMUSG00000038900.18 Rpl12 3548.15 3477.05 2766.25 5141.27 3332.32 5711.95
ENSMUSG00000065124.3 Snora65 7 8.5 2.5 15 8.5 10
ENSMUSG00000120864.1 ENSMUSG00000120864 4 3 4 2 4 2
ENSMUSG00000026791.15 Slc2a8 250 262 373 193 321 243
ENSMUSG00000038860.16 Garnl3 116.4 118.4 224.05 77.2 186.2 141.1
ENSMUSG00000104277.2 Gm38299 0 9.2 1.2 1.2 5.4 2
ENSMUSG00000038831.17 Ralgps1 97 161 109 210 173 161
ENSMUSG00000085087.3 Gm13528 1 0 1 1 1 0
ENSMUSG00000088836.3 Gm23546 0 1 1 1 0 0
ENSMUSG00000004105.9 Angptl2 1473 2039.5 3709 1787 3794 2777
ENSMUSG00000082844.2 Gm13537 0 0.5 2 3.5 3.5 0
ENSMUSG00002076855.1 Gm56422 0 0 0 0 0 0
ENSMUSG00000068966.11 Zbtb34 226 283 207 386 356 453
ENSMUSG00000085742.3 Gm13536 7.5 19.5 4 12.5 11 8
ENSMUSG00000026788.14 Zbtb43 434.5 523.5 385 476.5 440 353
ENSMUSG00000086939.2 Gm13530 0 0 0 0 0 0
ENSMUSG00000038765.15 Lmx1b 10 3 4 0 4 54
ENSMUSG00000104403.2 Gm38011 1 0 0 0 0 0
ENSMUSG00000052951.6 C130021I20Rik 4 9 3 2 8 49
ENSMUSG00000081244.4 Gm13529 21.8 18 31.4 31.4 24.2 25.25
ENSMUSG00000085463.2 9430024E24Rik 0 0 0 0 1 0
ENSMUSG00000038740.10 Mvb12b 237 325 370 304 332 327
ENSMUSG00000086484.2 Nron 3 9 3 6 6 14
ENSMUSG00002075431.1 Gm56436 0 0 0 0 1 2
ENSMUSG00000121186.1 ENSMUSG00000121186 0 0 1 0 0 0
ENSMUSG00000085987.3 Gm13403 1 1 0 0 0 0
ENSMUSG00000086904.2 Gm13404 0 0 0 1 0 0
ENSMUSG00000087461.3 C230014O12Rik 1 1 0 2 1 0
ENSMUSG00000103413.2 Gm38389 0 0 0 0 0 0
ENSMUSG00000038718.16 Pbx3 120 175 83 188 160 245
ENSMUSG00000084908.3 C79798 10 19 2 17 26 20
ENSMUSG00000038696.15 Mapkap1 1063 1107 1003 923 880.33 896
ENSMUSG00000083503.2 Gm13407 2 6 0 4 4 2
ENSMUSG00000083233.2 Gm13406 0 0 1 1 0 1
ENSMUSG00000081992.2 Gm13408 265.4 253.3 246.46 362.16 341.61 361.23
ENSMUSG00000087635.4 Gm13414 52.05 60.62 61.6 70.93 66.28 48.33
ENSMUSG00000026867.20 Gapvd1 1583.5 1891 1397 2357 2113 2027
ENSMUSG00000121211.1 ENSMUSG00000121211 3 17 3 11 5 5
ENSMUSG00000026864.14 Hspa5 9691.5 12513 7527 23773.5 7484.5 11162
ENSMUSG00000070953.14 Rabepk 243 251 295 269.5 206.5 203
ENSMUSG00000120298.1 ENSMUSG00000120298 19 53 30 52 29.5 35.5
ENSMUSG00000035949.16 Fbxw2 949.25 1074 1269 1238.45 1411.75 940
ENSMUSG00000081904.3 Gm13419 0.4 0 0.2 0.2 0.2 3
ENSMUSG00000107167.4 B3galt9 0.2 1.2 0 0 0 0
ENSMUSG00000026869.13 Psmd5 568.5 617.5 872 706 674 634.5
ENSMUSG00000121258.1 ENSMUSG00000121258 9.5 14.5 9 12 12 8.5
ENSMUSG00000026870.20 Cutal 1 2 4 3 2 4
ENSMUSG00000026873.10 Phf19 86 86 25 115 45 163
ENSMUSG00000086001.2 Gm13448 1 3 0 1 0 1
ENSMUSG00000088754.4 Gm24905 0 0 0 0 0 0
ENSMUSG00000026875.15 Traf1 162 188 24 436 141 95
ENSMUSG00000121265.1 ENSMUSG00000121265 0 1 0 1 0 0
ENSMUSG00000083533.3 Gm13450 1 1 4 1 0 5
ENSMUSG00000026874.11 Hc 5 4.5 1 1 21 9.5
ENSMUSG00000085599.2 Gm13449 0 0 0 0 0 0.5
ENSMUSG00000120739.1 ENSMUSG00000120739 0 0.5 0 0 0 0
ENSMUSG00000035875.16 AI182371 2 5 4 10 7 4
ENSMUSG00000057110.16 Cntrl 532 889 302 1234 888 1062
ENSMUSG00000026878.18 Rab14 2664.33 3019.7 2429.5 3472.4 2971.2 2641.33
ENSMUSG00000084768.3 Gm13605 0 0 0 0 0 1
ENSMUSG00000026879.15 Gsn 19902 14489 95669 7298 76069 15535
ENSMUSG00000106961.2 Gm43128 7 17 0 12 16 25
ENSMUSG00000026880.12 Stom 3736 4151 2615 4230 1855 1897
ENSMUSG00000075391.7 Glo1-ps 44 44 53.5 38 32 35
ENSMUSG00000026882.2 4930568D16Rik 0 0 0 0 0 0
ENSMUSG00000079421.9 4930402F06Rik 0 1 0 2 0 0
ENSMUSG00000035778.18 Ggta1 730 1536 270 2237 430 792
ENSMUSG00000106856.2 Gm43761 3 13 1 18 2 5
ENSMUSG00000121175.1 ENSMUSG00000121175 1 2 0 4 0 1
ENSMUSG00000081841.2 Gm13444 0 0 0 0 0 0
ENSMUSG00000081421.2 Gm13445 0 0 0 0 0 0
ENSMUSG00000085668.3 Gm35202 0 0 0 0 0 0
ENSMUSG00000086555.3 Gm13446 0 2 0 2 1 1
ENSMUSG00000026883.18 Dab2ip 975 1272.5 1852.5 1274.5 1817.5 1228.5
ENSMUSG00000026885.14 Ttll11 15 7 29 13 29 15
ENSMUSG00000107106.2 Gm43760 0 2 3 0 1 1
ENSMUSG00000086449.2 9030204H09Rik 0 0 0 0 1 0
ENSMUSG00000106994.2 Gm10829 0 3 0 1 4 1
ENSMUSG00000026895.8 Ndufa8 2195 1974 1883 1299 949 760
ENSMUSG00000026894.5 Morn5 1 2 4 2 4 2
ENSMUSG00000107351.2 Gm43764 0 0 0 4 0 1
ENSMUSG00000026890.20 Lhx6 33.5 121.5 33 206.5 88.5 119.5
ENSMUSG00002075109.1 Gm56460 1.5 2.5 0 3.5 0.5 1.5
ENSMUSG00000026889.13 Rbm18 487.5 532.5 563 615.2 579.2 465.7
ENSMUSG00000026887.10 Mrrf 513.5 498 539 428 443 348
ENSMUSG00000081496.2 Gm13428 0 3 2 1.5 0.5 0.5
ENSMUSG00000085141.2 Gm13429 0 2 0 3 0 1
ENSMUSG00000087187.3 Gm13431 5 7 5 11 5 16
ENSMUSG00000047250.14 Ptgs1 323 667 242 340.5 468.5 1907
ENSMUSG00000106933.2 Gm43621 20 40 10 20.5 35.5 107
ENSMUSG00000083034.3 Or1u1-ps1 0 0 0 0 0 0
ENSMUSG00000113163.2 Or1j8 0 0 0 0 0 0
ENSMUSG00000082583.3 Or1j9-ps1 0 0 0 0 0 0
ENSMUSG00000121440.1 ENSMUSG00000121440 0 0 0 0 0 0
ENSMUSG00000080936.4 Or1j22-ps1 0 0 0 0 0 0
ENSMUSG00000068950.4 Or1j10 0 0.4 1.2 0.45 1.6 0
ENSMUSG00000083101.2 Gm13430 27.6 28 26.82 41.05 33.15 35.23
ENSMUSG00000094464.3 Or1j11 0 0 0 0 0 0
ENSMUSG00000094266.2 Or1j12 0 0 0 0 0 0
ENSMUSG00000075387.3 Or1j13 0 0 0 0 0 0
ENSMUSG00000111869.2 Or1j14 0 0 0 0 0 0
ENSMUSG00000110769.2 Gm47783 0 0 0 0 0 0
ENSMUSG00000080960.2 Or1ao1-ps1 0 0 0 0 0 0
ENSMUSG00000096822.3 Or1j15 0.4 0.6 0.4 0.6 0.8 0.2
ENSMUSG00000059251.2 Or1j16 0 0 0 0 0 0
ENSMUSG00000094764.3 Or1j17 0 0 1 0 0 0
ENSMUSG00000111863.3 Or1j18 0 0 0 0 0 0
ENSMUSG00000082251.2 Gm13438 0 0 0 0 0 0
ENSMUSG00000049315.5 Or1j19 0 0 0 0 0 0
ENSMUSG00000111021.3 Or1j21 0 0 0 0 0 0
ENSMUSG00000083716.5 Gm13436 341 321.91 410.08 497.08 313.33 427.33
ENSMUSG00000075384.3 Or1j1 0 0 0 0 0 0
ENSMUSG00000084078.3 Or1v1-ps1 0 0 0 0 0 0
ENSMUSG00000050015.4 Or1j4 0 0 0 0 0 0
ENSMUSG00000075383.5 Or1n1 0 0 0 0 0.6 0
ENSMUSG00000053146.3 Or1j20 0 0 0 0 0 0
ENSMUSG00000075382.4 Or1n1b 0 0 0 0 0 0
ENSMUSG00000055088.6 Or1n2 0 0.33 0 0 0.2 0
ENSMUSG00000081591.2 Btf3-ps9 0 0 0 0 0 0
ENSMUSG00000075380.3 Or1l8 0 0 0 0 0 0
ENSMUSG00000070943.4 Or1ak2 0 0 0 0 0 0
ENSMUSG00000055838.5 Or1q1 0 0 0 0 0 0
ENSMUSG00000075379.5 Or12k5 0 0 0 0 0 0
ENSMUSG00000081737.3 Or12k6-ps1 0 0 0 0 0 0
ENSMUSG00000081174.2 Gm13439 0 0 0 0 0 0
ENSMUSG00000083361.5 Or12k7 0 0 0 0 0 0
ENSMUSG00000083431.2 Gm13437 0 0 0 1 0 0
ENSMUSG00000075378.3 Or12k8 1.2 0 0 0 1.13 0.2
ENSMUSG00000075377.3 Or1b1 0 0 0 0 0 0
ENSMUSG00000068948.5 Olfr363-ps 0 0 0 0 0 0
ENSMUSG00000078198.3 Or1l4b 0 0 0 0 0 0
ENSMUSG00000059429.4 Or1l4 0.4 0.2 0 0 0.2 0.2
ENSMUSG00000083815.2 Gm13435 6.5 8 9.5 12.5 9 14
ENSMUSG00000068947.3 Or1af1 0 0 0 1 0 0
ENSMUSG00000121441.1 Or7c74 0 0 0 0 0 0
ENSMUSG00000049094.9 Or7c74 0 0 0 0 0 0
ENSMUSG00000118972.1 Gm22306 0.2 0 0 0 0.4 0
ENSMUSG00000049018.9 Or5c1 0 0 0 0 0 0
ENSMUSG00000009030.15 Pdcl 491 543 474 680 487 439
ENSMUSG00000075376.11 Rc3h2 1582 1826 1335 1962 2078 1784.45
ENSMUSG00000077756.3 Snord90 1 0 0 1 1 0
ENSMUSG00000066798.4 Zbtb6 434 514.03 362 648.2 540 422.5
ENSMUSG00000121255.1 ENSMUSG00000121255 3 5.83 6 4.5 7.5 13
ENSMUSG00000050714.10 Zbtb26 241.33 313.33 156 338.5 328 199.5
ENSMUSG00000035437.16 Rabgap1 1099.5 1299 1133 1374.5 1418.5 1199
ENSMUSG00000026915.17 Strbp 270.5 420.5 333 366 474 265.5
ENSMUSG00000107491.2 Gm17893 10.5 14 6 21 16 13
ENSMUSG00000053164.7 Gpr21 26 50 14 50 66 32.5
ENSMUSG00000108226.2 Gm44063 1 3 0 0 3 4
ENSMUSG00000083745.2 Gm13543 3 6 1 0 1 3
ENSMUSG00000092958.3 Mir5128 0.4 0.2 1 1 1.2 0
ENSMUSG00000035403.11 Crb2 1.5 10 5 14 14.5 15.5
ENSMUSG00000035392.18 Dennd1a 653 899 507 1478 1026.5 950.5
ENSMUSG00000107586.2 Gm44283 31 51 16 90 76 53
ENSMUSG00000108155.2 Gm44443 37 28.5 13.2 70.25 54.33 48
ENSMUSG00000107529.2 Gm44291 35 84 23 165 89 48
ENSMUSG00002075141.1 Gm56471 0 8 3 3 2 4
ENSMUSG00000087294.3 Gm13556 13.5 15 5 47 29 31
ENSMUSG00000000247.12 Lhx2 2 5 0 11 0 5
ENSMUSG00000098383.2 Gm27197 0 0 0 0 0 0
ENSMUSG00000087539.2 Gm13584 1 0 0 0 0 0
ENSMUSG00000085950.2 Gm13589 0 0 0 0 0 0
ENSMUSG00000064468.4 Gm25081 0 0 0 0 0 0
ENSMUSG00000084124.2 Gm13588 0 0 0 1 0 2
ENSMUSG00000107883.2 Gm44062 0 1 0 0 0 0
ENSMUSG00000026749.12 Nek6 1273.25 1141 1135.75 1501 1086.5 1036.5
ENSMUSG00000108210.2 Gm35808 21 25 2 33 22 30
ENSMUSG00000107535.2 Gm44183 3.93 3.4 1.8 5.6 6.2 5.4
ENSMUSG00000026750.7 Psmb7 1441.75 1470 1993.25 1398.5 1312 927.5
ENSMUSG00000082931.2 Gm13586 40.6 48.53 55.4 63.33 47.37 61.85
ENSMUSG00002076647.1 Gm56472 1 0.45 0.4 2.4 2 0
ENSMUSG00000083722.3 Adgrd2-ps 0 0 0 0 0 0
ENSMUSG00000026751.15 Nr5a1 0 0 0 0 0 0
ENSMUSG00000087164.2 Nr5a1os 0 2 1 0 1 0
ENSMUSG00000063972.14 Nr6a1 102.2 141 65.2 121.33 131.2 121
ENSMUSG00000108124.2 Gm44146 2.25 4 0 4.45 2 0.4
ENSMUSG00000082508.2 Rpl15-ps4 0 0 0 4 1 9.2
ENSMUSG00000085201.2 Nr6a1os 5 23 5 5 17 12
ENSMUSG00000065423.3 Mir181a-2 3 3 1 0 1 0
ENSMUSG00000107884.2 Gm44144 9 16 3 26 36.5 24
ENSMUSG00000065578.3 Mir181b-2 0 0 0 1 0.5 2
ENSMUSG00000107468.2 5730507A11Rik 30 62 13 47 49 33
ENSMUSG00000046618.8 Olfml2a 125 198 116 77 203 295
ENSMUSG00000083776.2 Gm13473 0 0 0 0 0 0
ENSMUSG00000084184.2 Gm13474 11 9 0 3 0 0
ENSMUSG00000085755.2 Gm13496 1 5.5 3 1 1 4
ENSMUSG00000035295.11 Wdr38 504.21 470.62 473.41 676.66 462.79 722.75
ENSMUSG00000062997.7 Rpl35 1590.04 1469.29 1446.25 1971.83 1458.95 2426.41
ENSMUSG00000026755.15 Arpc5l 874.48 728.87 821.33 661.92 712.7 517.87
ENSMUSG00000026754.17 Golga1 419 570 405 617 526 544
ENSMUSG00000119899.1 Gm26127 0 0.2 0 0 0 0
ENSMUSG00000035236.18 Scai 300 470.2 245 342 587.2 376
ENSMUSG00000107833.2 Gm18791 2 3 1 2 8 1
ENSMUSG00000082315.3 Gm16523 19 39 12 35 43 27
ENSMUSG00000107955.2 Gm44027 20 18 18 10 41 24
ENSMUSG00000026753.6 Ppp6c 1289 1422 1390 1362 1295.5 913.5
ENSMUSG00000083157.2 Gm13511 2 4 0 2 6 3
ENSMUSG00000083686.3 Gm13504 0 0 0.5 0 0 0
ENSMUSG00000081144.2 Vmn2r-ps2 0 0 0 0 0 0
ENSMUSG00000083401.2 Gm13506 0 0 0 0 0 0
ENSMUSG00000081839.2 Gm13454 0 0 0 0 0 0
ENSMUSG00000084285.2 Gm13451 0 0 0 0 0 0
ENSMUSG00000082015.2 Gm13452 0 0 0 0 0 0
ENSMUSG00000108203.2 Gm43944 0 0 0 0 0 0
ENSMUSG00000107699.2 Gm43970 0 0 0 0 0 0
ENSMUSG00000083240.4 Gm13453 121 103 152.5 146.67 116.33 94
ENSMUSG00000084171.2 Gm13457 0 0 0 0 0 0
ENSMUSG00000083398.2 Gm13458 0 0 0 0 0 0
ENSMUSG00000081577.2 Gm13455 0 0 0 0 0 0
ENSMUSG00000088512.3 Gm24467 0 0 0 0 0 0
ENSMUSG00000082536.2 Gm13456 7127.98 7080.68 7093.78 9493.88 6563.61 7624.3
ENSMUSG00000049252.18 Lrp1b 0 0 1 0.4 0.45 0
ENSMUSG00002076281.1 Gm56473 0 0 0 0 0 0
ENSMUSG00000082930.2 Gm13462 0 0 0 0 0 0
ENSMUSG00000083260.2 Gm13460 0 0 0 0 0 0
ENSMUSG00000081999.4 Gm13461 161 183 260 285.5 154.5 235
ENSMUSG00000081085.2 Gm13463 0 0 0 0 0 0
ENSMUSG00000098660.3 Mir6336 0 0 0 0 0 0
ENSMUSG00000119112.1 Gm24350 0 0 0 0 0 0
ENSMUSG00000119431.2 ENSMUSG00000119431 0 0 0 0 0 0
ENSMUSG00000121171.1 ENSMUSG00000121171 31.5 28 30.5 27.5 25 30.5
ENSMUSG00000080994.3 Gm13464 343.19 329.33 571.44 242.33 271.15 174.93
ENSMUSG00000026866.18 Kynu 13 20 4 30 8 7
ENSMUSG00000049744.16 Arhgap15 223 267.5 77.5 410 323 256
ENSMUSG00000085089.2 Arhgap15os 3 5.5 1.5 14 10 9
ENSMUSG00002075923.1 Gm56474 0 0 0 0 0 0
ENSMUSG00000036890.14 Gtdc1 150 184.2 132.2 215.65 170.98 154.1
ENSMUSG00000083849.2 Gm13477 10 24.75 7 33.75 19.75 12.5
ENSMUSG00000120632.1 ENSMUSG00000120632 12.5 12 5 13.5 18.5 12
ENSMUSG00000026872.19 Zeb2 5539.5 5922.83 4513 9454.33 8714.17 6618.58
ENSMUSG00000092679.3 Mir5129 23 35 29.5 59.5 41.5 30.5
ENSMUSG00000052248.18 Zeb2os 188.5 220.83 213 376.33 313.67 208.58
ENSMUSG00002074931.1 Gm56475 5.17 6.17 3.83 7.5 8 5.33
ENSMUSG00002076472.1 Gm56476 1.33 0.67 1.67 3.33 4.67 3
ENSMUSG00002076317.1 Gm56477 2.5 5.5 8 6 4 2
ENSMUSG00000100135.2 Gm28643 1 3 3 0 1 2
ENSMUSG00000120320.1 ENSMUSG00000120320 3 5 2 11 2 2
ENSMUSG00000120385.1 ENSMUSG00000120385 3 16 1 15 5 2
ENSMUSG00002076074.1 Gm56478 4 13 2 12 2 6
ENSMUSG00000081830.2 Gm13475 0 0 0 0 0 0
ENSMUSG00000085591.2 Gm13479 3 5.2 0 9 7 3
ENSMUSG00000083510.2 Gm13478 0 0 0 0 0 0
ENSMUSG00000086202.2 1700019E08Rik 0 0 0 0 2 1
ENSMUSG00000086710.2 Gm13465 0 0 0 0 1 0
ENSMUSG00000086830.2 Gm13467 0 0 0 0 1 0
ENSMUSG00000083807.2 Gm13466 0 0 0 0 0 0
ENSMUSG00000088868.3 Gm23072 0 0 0 0 0 0
ENSMUSG00000121074.1 ENSMUSG00000121074 1 2 0 2 0 1
ENSMUSG00000082679.2 Gm13469 0 0 0 0 0 0
ENSMUSG00000086644.3 Gm13470 11 5 7 5 8 7
ENSMUSG00000089144.3 Gm25264 0 0 0 0 0 0
ENSMUSG00002075748.1 Gm56479 0 0 0 0 0 0.2
ENSMUSG00000086353.3 Gm13481 1 1 0 0 1 0
ENSMUSG00000082278.2 Gm13471 0 0 0 0 0 0
ENSMUSG00000083966.2 Gm13482 0 0 0 0 0 0
ENSMUSG00000080499.3 Gm25338 0 0 0 1 3 0
ENSMUSG00000083866.2 Gm13472 0 0 0 0 0 0
ENSMUSG00000082114.3 Gm13489 0 0 0 0 0 0
ENSMUSG00000052155.6 Acvr2a 583.5 813 609.5 855 999 693
ENSMUSG00000026761.13 Orc4 632.5 748 633 814 769.5 568
ENSMUSG00000036792.13 Mbd5 440 607 430.5 600 747.83 620
ENSMUSG00000080937.2 Gm13510 2 8 1 5 6 4
ENSMUSG00000081272.2 Ap2m1-ps 769.42 788.83 441.5 1258.5 667.58 1090.58
ENSMUSG00000084177.2 Gm13508 0 0 0 0 0 1
ENSMUSG00000077769.3 Gm25215 0 0 0 0 0 0
ENSMUSG00000069495.13 Epc2 439 594 353 660 605 578
ENSMUSG00000026764.16 Kif5c 25 44 31 63 63 41
ENSMUSG00000082879.2 Gm13525 0 0 0 0 1 0
ENSMUSG00000026765.13 Lypd6b 4 1 8 3 0 1
ENSMUSG00000085357.2 Gm13480 0 0 0 0 0 1
ENSMUSG00002075205.1 Gm56480 0 0 0 0 0 0
ENSMUSG00000050447.16 Lypd6 3 6 3 2 3 2
ENSMUSG00000026766.17 Mmadhc 941.5 991 975 875 736.5 635
ENSMUSG00000085862.3 Gm13483 4.5 6 19.5 11 13.5 2
ENSMUSG00000115545.2 Gm48908 2 3 9.5 2 13 0
ENSMUSG00000082483.2 Gm13486 3 1 0 1 0 0
ENSMUSG00000081457.2 Gm13488 0.58 0 0 0 0 0.25
ENSMUSG00000083449.2 Gm13487 10 9 7 11 9 6
ENSMUSG00000085429.2 Gm13485 0 0 0 0 0 0
ENSMUSG00000082846.2 Gm13484 0 0 0 0 0 0
ENSMUSG00000083270.2 Gm13498 23.5 30 25.5 35 15.5 29
ENSMUSG00000017144.9 Rnd3 648 488 530 755 870 1083
ENSMUSG00000100496.2 Gm28639 0 0 0 0 0 0
ENSMUSG00000081173.2 Gm13500 0.5 1.5 3 2 0 2
ENSMUSG00000086349.2 Gm13497 0 0 0 0 0 0
ENSMUSG00000086523.2 Gm13499 0 0 0 0 0 0
ENSMUSG00000086007.2 1700057H21Rik 0 0 0 0 0 0
ENSMUSG00000089614.4 Gm23505 0 0 0 0 0 0
ENSMUSG00000084334.2 Gm13494 0 0 0 0 0 0
ENSMUSG00000083472.2 Gm13491 0 0 0 0 0 0
ENSMUSG00000056115.3 Tas2r134 0 0 0 0 1 0
ENSMUSG00000085014.2 Gm13490 0 1 1 0 24 2
ENSMUSG00000081484.2 Gm13492 0 0 0 0 0 0
ENSMUSG00000087701.5 Gm13493 549.21 517.11 588.59 569.63 345.91 388.83
ENSMUSG00000036249.17 Rbm43 203 298 104 408 230 526
ENSMUSG00000080782.2 Gm13495 1 1 0 0 0 1
ENSMUSG00000026946.10 Nmi 258 403 136 706 318 408
ENSMUSG00000053475.6 Tnfaip6 345 862 59 668 193 2250.5
ENSMUSG00000036202.17 Rif1 598 905 511 1140 1043 918
ENSMUSG00000026950.19 Neb 227 598 9406 65 34765.99 3688
ENSMUSG00002075472.1 Gm56481 0 0 0 0 0 0
ENSMUSG00000081158.2 Gm13521 0 1 0 0 2 0
ENSMUSG00000086447.3 Gm13522 3 0 0 3 2 2
ENSMUSG00000036093.8 Arl5a 1834.5 2042 1873 1484 2048 1464.5
ENSMUSG00000085315.9 A430018G15Rik 38 34.5 53 18.5 45.5 14.5
ENSMUSG00000017412.16 Cacnb4 44 63.5 70 32.5 109.5 32.5
ENSMUSG00000082132.2 Gm13541 0 0 0 0 1 2
ENSMUSG00000025201.8 Bloc1s2-ps 4 9 4 11.5 6.5 10
ENSMUSG00000055371.18 Stam2 612 868 607.5 1134 819 798.5
ENSMUSG00000085815.2 Gm13548 3 3 1.5 4 5 4.5
