Geneid	gene_name	Foam_1	Foam_2	Foam_3	NonFoam_1	NonFoam_2	NonFoam_3
ENSMUSG00000103511.2	Gm5285	0	0.20	0	0.40	0	0.25
ENSMUSG00000103295.2	Scp2-ps1	0.50	0	1	0	2	2
ENSMUSG00000103981.2	Gm37449	0	0	0.20	1.20	0.40	1.40
ENSMUSG00000104329.2	Gm37324	0	0.40	0	2.20	1.20	0.20
ENSMUSG00000065807.3	Gm23038	0	0	0	0	0	0
ENSMUSG00000102443.2	Gm37102	0.20	0	0.20	0.65	0.20	0.20
ENSMUSG00000104377.2	Gm37515	0.20	0.40	0.40	2.90	1.20	1.25
ENSMUSG00000104553.2	9330178D15Rik	0	2	0	0	1	1
ENSMUSG00000104826.2	Gm42947	0	0.20	0	0	0	0.20
ENSMUSG00000105949.2	Gm6510	7.50	11	4.50	4	7	11.50
ENSMUSG00000104573.2	Gm42886	0	0	0	1	0	0
ENSMUSG00000085084.9	4930570G19Rik	0	14	0	12	6	0
ENSMUSG00000040037.14	Negr1	0	0	0	8	2	1
ENSMUSG00000104696.2	Gm42946	0	0	1	3	1	63
ENSMUSG00000106047.2	Gm42942	0	0	0	0	2	0
ENSMUSG00000106385.2	Gm42943	0	0	0	1.53	1	1
ENSMUSG00000105290.2	Gm43528	0	0	0	0	0	0
ENSMUSG00000083122.2	Gm15578	0	0	0	0	0	2.50
ENSMUSG00000086708.2	Gm15577	0	0	0	1	0	0
ENSMUSG00000106018.2	Gm43527	0	0	0	0	1	1
ENSMUSG00000105803.2	Gm43526	0	0	0	2	0	0
ENSMUSG00000102322.2	4930566N20Rik	0	0	0	0	0	1
ENSMUSG00000077581.3	Gm24373	0	0	0	0	0	0
ENSMUSG00000119092.1	Gm23725	0	0	0	0	0	0
ENSMUSG00000118872.2	Gm22458	0	0	0	0	0	0
ENSMUSG00000118829.1	Gm23379	0	0	0	0	0	0
ENSMUSG00000104555.2	Gm5983	183.33	115.50	136.00	111.83	121.67	177.66
ENSMUSG00000105834.3	4930592C13Rik	0	0	7	2	0	0
ENSMUSG00000028180.19	Zranb2	1274	1274	1339	1067	1199	1755
ENSMUSG00000065431.3	Mir186	0	0	0	0	4	0
ENSMUSG00000040016.17	Ptger3	4	2	0	2	2	2
ENSMUSG00000106632.2	Gm33466	0.50	0	0.70	3.33	1	0.50
ENSMUSG00000106419.2	Gm5550	19.20	12.60	13.73	12.85	8.85	17.95
ENSMUSG00000104862.2	Gm6520	385.33	283.50	226.25	175.00	281.00	566.12
ENSMUSG00000028179.13	Cth	0	0	1	6	2	0
ENSMUSG00000104528.2	Gm43314	0	0	0	2	1	0
ENSMUSG00000028177.14	1810013D15Rik	0.20	0.80	0.20	1.40	0.80	1.00
ENSMUSG00000039988.15	Ankrd13c	948.18	1023.25	1201.65	1117.75	851.47	1546.88
ENSMUSG00000105643.2	Gm42611	4.70	3.20	0.20	4.50	0.40	2
ENSMUSG00000055436.19	Srsf11	1017.70	1070.50	1251.50	1994.83	2107.83	2494.50
ENSMUSG00000105201.2	Gm43362	60	24.50	0	75	41	23
ENSMUSG00000063052.10	Lrrc40	222.50	332.50	368.50	438.50	588.50	650
ENSMUSG00000104597.2	B230334C09Rik	6.70	1.50	9.50	24.50	0.50	2
ENSMUSG00000028176.14	Lrrc7	0	1.20	0	6.20	4.40	3
ENSMUSG00000106043.2	Gm42968	0	0	0	0	0	0
ENSMUSG00000104647.2	Gm43485	0	0	0	1	0	0
ENSMUSG00000106448.2	Gm43486	0	0	0	2	2	0
ENSMUSG00000105683.2	Gm43487	0	0	0	0	0	0
ENSMUSG00000097966.2	Gm9423	1.20	3.10	2.40	0.70	2.60	2.10
ENSMUSG00000106053.2	Gm20752	0.20	1.40	0.20	1.80	0.20	2.58
ENSMUSG00000104864.2	Gm43655	570	451.50	317	282	286	615.50
ENSMUSG00000028175.16	Depdc1a	31	28	54.50	130	176	62.50
ENSMUSG00000028174.13	Rpe65	0	0	0	0	0	1
ENSMUSG00000028173.11	Wls	1515	1197	2024	992	1276	2285
ENSMUSG00000105990.2	Gm43307	0	0	2	0.20	1	0
ENSMUSG00000075903.3	Gm23941	0	0	0	0.20	0	0
ENSMUSG00002075084.1	Gm56164	0	0	0	3	0	0
ENSMUSG00000081279.2	Vmn1r-ps2	0	0	0	1.17	0	0.50
ENSMUSG00000083742.3	Vmn1r-ps3	0	0	0	3.00	0.50	0.33
ENSMUSG00000115072.2	Vmn1r2	0	0.20	0	0.75	0	0
ENSMUSG00000115466.2	Vmn1r3	0	0.20	0	3	0	0
ENSMUSG00000085180.2	AI838599	0	1.17	0.65	3.85	3.75	0.53
ENSMUSG00000081165.2	Gm11783	0.33	0	0	0.33	0	0.50
ENSMUSG00000083632.2	Gm11786	0	0	0	0	0	0
ENSMUSG00000083489.2	Gm11784	0	0.20	0	0.53	0	0
ENSMUSG00000081711.2	Gm11785	0	0	0	1	0	0
ENSMUSG00000081660.2	Gm11787	190.50	90.50	180	132.50	172.50	204
ENSMUSG00000094253.2	Mir3471-2	0	0.20	0	0	0	0
ENSMUSG00000028232.14	Tmem68	1847	719	1258	1162	1375	1813
ENSMUSG00000028233.7	Tgs1	530.50	403.50	526.00	488	638	713.50
ENSMUSG00002076805.1	Gm56170	0	0	0	0	0	0
ENSMUSG00000085394.3	2210414B05Rik	0	0	0	0	0	0
ENSMUSG00000042228.15	Lyn	3527	2874.50	3907.50	5583.50	4349.50	5187.70
ENSMUSG00000083186.2	Gm11805	1.83	3.33	1.83	3.67	5.83	13.33
ENSMUSG00000077271.2	Gm22781	0	0	0	0	1	0
ENSMUSG00000055216.4	9430025C20Rik	7	4.20	3	27.80	27.90	7.20
ENSMUSG00000028234.7	Rps20	3607.70	2858.83	2578.00	1460.53	2539.60	5031.91
ENSMUSG00000088351.2	Gm24016	0	0	1.50	0	0	0.50
ENSMUSG00000077293.2	Gm24125	0	0	0	0	0	0
ENSMUSG00000078365.6	Mos	0	0	0	1	0	0
ENSMUSG00000120032.1	ENSMUSG00000120032	0	0	0	0	0	0
ENSMUSG00000003282.10	Plag1	45	0	17	45	63	0
ENSMUSG00000042198.13	Chchd7	352	218	351	517	464	511
ENSMUSG00000068240.6	Gm11808	2963.84	2574.62	2002.52	1547.16	2238.11	4519.56
ENSMUSG00000082991.2	Rps10-ps3	0	0	0	0	0	0
ENSMUSG00000028236.4	Sdr16c5	0	0	1	0	0	0
ENSMUSG00000071019.12	Sdr16c6	1	0	0	0	1	0
ENSMUSG00000045573.10	Penk	0	0	0	3.50	0	66
ENSMUSG00000085996.2	A830012C17Rik	0	0	0	2.50	0	4
ENSMUSG00000085155.4	Gm11780	0	0	0	0	0	0
ENSMUSG00000095971.2	Gm26436	0	0	0	0	0	0
ENSMUSG00000066324.3	Bpnt2	219	292	323	92	416	445
ENSMUSG00000083228.2	Gm11779	0	0	0	0	0	0
ENSMUSG00000087099.2	Gm11782	0	2	0	4	1	0
ENSMUSG00000084237.2	Gm11781	0	0	0	0	1	0
ENSMUSG00000086066.8	4930423M02Rik	0	0	0	1	2	0
ENSMUSG00000049119.15	Fam110b	18	68	62	24	22	43
ENSMUSG00000077392.2	Gm24337	0	0	0	0	1	0
ENSMUSG00000083232.2	Gm11796	1.80	1.80	2.40	0.60	2.00	2.20
ENSMUSG00000084360.2	Gm11797	0	0	0	0	0	2
ENSMUSG00000028243.6	Ubxn2b	95	263	175	242	20	405
ENSMUSG00000080961.2	Gm11798	0	0	0	0	0	0
ENSMUSG00000028240.3	Cyp7a1	0	0	0	0	2	0
ENSMUSG00000085295.8	4930430E12Rik	2025.73	1465.47	1672.82	1567.62	933.60	1575.03
ENSMUSG00000028249.16	Sdcbp	112099.50	83520	100984.50	103904.20	93097	114757.20
ENSMUSG00000104347.2	Gm37689	10	0	0	9	4	17.50
ENSMUSG00000028245.16	Nsmaf	127	149.50	241.50	353	331.50	346.50
ENSMUSG00000081913.2	Gm11803	0	0	0	0.20	0	0
ENSMUSG00000081388.2	Gm11801	0	0	0	0	0	0
ENSMUSG00000077302.2	Gm22473	0	0	0	0	0	0
ENSMUSG00000041272.12	Tox	2	1	1	2	2	2
ENSMUSG00000086052.2	Gm11802	1	0	0	1	0	0
ENSMUSG00000083023.2	Gm11804	0	0	0	0	0	0
ENSMUSG00000086070.2	8430436N08Rik	0	0	0	0	0	0
ENSMUSG00000085630.2	Gm11795	0	0	0	0	0	0
ENSMUSG00000082024.2	Gm11794	0	0	0.20	1.40	0	0.20
ENSMUSG00000094771.2	Gm23860	0	0	0	0	0	0
ENSMUSG00000083068.2	Gm11800	0	0	0	0.40	0.40	0
ENSMUSG00000041261.10	Car8	0	0	2	2.20	0	2
ENSMUSG00000079993.3	Gm11799	1.60	2.00	2.20	0.80	0.60	2.00
ENSMUSG00002076441.1	Gm56183	0	0	0	0	0	0
ENSMUSG00000103127.2	Gm37386	0	0	0	0	0	0
ENSMUSG00000082151.4	Gm11810	23.20	31.80	25.00	19.20	27.50	53.40
ENSMUSG00000047187.10	Rab2a	803.50	919	1040.50	522.50	760	1319
ENSMUSG00000082122.2	Gm11809	5	3.50	1	4.50	4	4
ENSMUSG00000041235.13	Chd7	169	155.50	277	562	319.50	494.50
ENSMUSG00000120700.1	ENSMUSG00000120700	0	0	0	3	0	1
ENSMUSG00000083786.2	Rps18-ps2	0	0	0	0	0	0
ENSMUSG00000075958.2	Gm23423	0	0	0	0	0	0
ENSMUSG00000041216.16	Clvs1	258.75	277	257.50	185.75	197.75	230
ENSMUSG00000086233.3	Gm11816	0	0	0	2.33	1	0
ENSMUSG00000087564.2	Gm11817	0	1	0	2	0	1
ENSMUSG00000028207.19	Asph	1391.25	1164	1694	1249.75	1521.45	1456
ENSMUSG00002074917.1	Gm56192	0	0	0	0	0	0
ENSMUSG00000064698.2	Gm24152	0	0	0	1	0	0
ENSMUSG00000085558.9	4930412C18Rik	27	36	20	39	1	2
ENSMUSG00000051279.3	Gdf6	3	2	0	5	2	0
ENSMUSG00000082843.3	4930448K20Rik	0	0	0	0	0	1
ENSMUSG00000084095.2	Gm11834	0	0	0	0	1	0
ENSMUSG00000082501.2	Gm11835	0	0	0	0	0	0
ENSMUSG00000084215.4	Gm11814	226.85	148.43	188.50	110.57	138.53	207.68
ENSMUSG00000086080.8	1700123O12Rik	0	0	0	1	0	1
ENSMUSG00000086455.2	Gm11815	0	0.20	0	0.60	0	0
ENSMUSG00000081361.2	Gm11813	0	0	0	0	0	0
ENSMUSG00000083997.2	Gm12920	24.33	14.93	18.40	8.20	14.80	20.80
ENSMUSG00000092880.2	Mir3471-1	0	0	0	0	0	0
ENSMUSG00000066315.10	Gm12918	1917.08	1308.55	998.82	768.26	1532.25	2860.68
ENSMUSG00000083220.2	Gm12919	214.30	166.77	169.48	206.58	246.86	182.08
ENSMUSG00002075454.1	Gm56194	0	0	0	1	0	0
ENSMUSG00000059482.16	Cfap418	232.50	144.50	247.50	57	127.50	160.50
ENSMUSG00000081715.2	Rps11-ps3	88.75	69.43	73.88	56.85	63.87	149.22
ENSMUSG00000049969.4	Plekhf2	693.50	955	890	603.50	692.50	722
ENSMUSG00000050323.15	Ndufaf6	16	14	11	10	23	13
ENSMUSG00000086765.9	Gm11827	0	0	0	0	23	51
ENSMUSG00000083025.2	Gm11829	14.60	15.40	14.73	13.20	19.40	33.10
ENSMUSG00000105333.2	Mir684-2	24.20	17.40	20.40	18.40	25.00	40.20
ENSMUSG00000081490.2	Gm11830	24.60	16.60	18.20	25.73	23.60	37.40
ENSMUSG00000028211.12	Trp53inp1	120	328	333	166	200	134
ENSMUSG00000028212.17	Ccne2	328	207	299	677	293.50	894.50
ENSMUSG00000040738.11	Ints8	245	117	230	391.20	349.50	209.90
ENSMUSG00000045205.17	Dpy19l4	283	396.20	376	397	240.20	405.20
ENSMUSG00002074995.1	Gm56205	0	0	0	0	0	0
ENSMUSG00000040728.16	Esrp1	0	0	0	11	3	2
ENSMUSG00000081884.2	Gm11821	1	1.50	4.50	3	1	0
ENSMUSG00000082255.2	Gm11822	0	0	0	0	0	1
ENSMUSG00000040720.16	Virma	259	287	133	240	152	216
ENSMUSG00000086625.2	Gm11831	0	0	5	0	0	0
ENSMUSG00000078773.12	Rad54b	19	23	11	53.50	49	213
ENSMUSG00000094595.2	Fsbp	18	14	0	36.50	1.50	99.50
ENSMUSG00000086103.3	Gm11832	0	0	0	4	0.50	12.50
ENSMUSG00000084046.2	Gm11833	0	0	0	0	0	0
ENSMUSG00000028214.14	Gem	33	101	45	135	319	212
ENSMUSG00000028217.12	Cdh17	0	0	0	6	1	4
ENSMUSG00002076819.1	Gm56212	0	0	0	0	0	0
ENSMUSG00002075619.1	Gm56213	0	0	0	0.20	0	0
ENSMUSG00000049225.15	Pdp1	355	319	397	295	196	177
ENSMUSG00000085614.3	1700123M08Rik	37	2	35	47	23	1
ENSMUSG00000085027.2	Gm11840	0	1	0	0	0	0
ENSMUSG00000085467.2	Gm11842	1.50	2.50	5.50	5	4.50	0
ENSMUSG00000049488.15	Tmem67	68	46.25	136	129	96.75	70
ENSMUSG00000052137.12	Rbm12b2	179.50	197.75	141	256.50	175.75	316
ENSMUSG00000083246.2	Gm11839	4.35	6.38	1.20	3.80	1.20	3.45
ENSMUSG00000081593.2	Gm11841	5.08	7.12	1.33	6.20	0	4.12
ENSMUSG00000082676.2	Gm11843	83.05	65.58	65.10	69.12	62.85	73.45
ENSMUSG00000046667.15	Rbm12b1	17	76.50	21.50	99.50	6	59
ENSMUSG00000028218.20	Cibar1	102.20	11.50	56	36	33.50	2.70
ENSMUSG00000060989.9	Gm11847	111.63	78.30	90.70	94.77	65.23	108.30
ENSMUSG00000085909.2	Gm11846	0	0	0	0	0	0
ENSMUSG00000104211.2	Gm37985	1	9.80	6.45	40.10	27.00	2.40
ENSMUSG00002076080.1	Gm56217	0	0	0	0	0	0
ENSMUSG00000055963.13	Triqk	5	0	45	1	21	6
ENSMUSG00000086227.2	Gm11820	0	0	0	1	0	0
ENSMUSG00002075692.1	Gm56218	0	0	0	0	0	0
ENSMUSG00000081327.2	Gm11819	0	0	0	0	0	0
ENSMUSG00000083328.4	Gm11826	648.83	538.88	443.88	406.76	557.10	1058.81
ENSMUSG00000081063.2	Gm11825	0	0	0	0	0	0
ENSMUSG00002075365.1	Gm56220	0	0	0	0	0	0
ENSMUSG00000006586.16	Runx1t1	1	0	4	6	1	1
ENSMUSG00000086927.2	Gm11823	0	0	0	1	4	0
ENSMUSG00000077701.2	Gm24068	0	0	0	0	0	0
ENSMUSG00000082128.2	Gm11824	315.43	308.00	286.05	250.45	275.25	502.94
ENSMUSG00000086068.2	1700120G11Rik	0	0	0	0	0	0
ENSMUSG00000087919.2	Gm24908	0	0	0	0	0	0
ENSMUSG00000081239.4	Gm11836	1028.77	966.35	727.59	590.59	585.24	989.20
ENSMUSG00000040569.14	Slc26a7	0	1	0	2	1	0
ENSMUSG00000023151.10	Lrrc69	0	0	0	1	1	1
ENSMUSG00000083280.2	Gm11838	6.50	8	10.50	5.50	6.50	3
ENSMUSG00000040550.18	Otud6b	1051.00	677.17	819.42	535.25	513.00	888.00
ENSMUSG00000028221.4	Pip4p2	1939	1722	1856	1150	1709	1774
ENSMUSG00000086587.9	Gm11837	0	0	0	0	0	0
ENSMUSG00000040536.16	Necab1	0	2	0	4	4	0
ENSMUSG00000087241.3	Gm11844	0	0	0	1	0	2
ENSMUSG00000083073.2	Gm11845	0	0	0	0	0	0
ENSMUSG00000043252.9	Tmem64	139	295	212	164	76	41
ENSMUSG00000096738.2	Gm24317	0	0	0	0	0	0
ENSMUSG00000080869.2	Gm11856	3	5	5	7	8	2
ENSMUSG00000083330.2	Gm11859	0	0	0	0	0	1
ENSMUSG00000082673.2	Gm11857	65.12	39.87	40.43	33.38	38.12	73.00
ENSMUSG00000084181.2	Gm11858	0	1	0	1	0	0
ENSMUSG00000081026.2	Gm11855	0	0	0	2.50	0	1
ENSMUSG00002076485.1	Gm56223	0	0	0	0	0	0
ENSMUSG00000028222.3	Calb1	0	2	1	3	0	0
ENSMUSG00000088055.4	Gm26148	0	0	0	0	0	0
ENSMUSG00000028223.9	Decr1	851	752	950	738	909	945
ENSMUSG00000098929.2	Mir6400	0	0	0	0	0	0
ENSMUSG00000028224.15	Nbn	439	525	339	529	565	1051
ENSMUSG00000084190.2	Gm11869	0	0	0	0	0.25	0
ENSMUSG00000041153.10	Osgin2	187	346	293	778	603	1343
ENSMUSG00000084408.2	Gm11870	0	3	0	2	13	0
ENSMUSG00000081679.2	Gm11874	0	0	0	0	0	0
ENSMUSG00000041135.16	Ripk2	50	139	116	347	61	225
ENSMUSG00002075553.1	Gm56226	0	0	0	0	0	0
ENSMUSG00000085112.3	A530072M11Rik	2	28	36	7	124.70	28.30
ENSMUSG00000083725.2	Gm11865	16	10.50	14.50	3.50	10.50	16.50
ENSMUSG00000103595.2	Gm37355	0	0	0	0	0	0
ENSMUSG00000080065.3	Gm11864	0	0	0	0	2	0
ENSMUSG00000086072.2	Gm11861	0	0	0	0	0	0
ENSMUSG00000096423.2	Gm24978	0.20	0	0	0	0	0
ENSMUSG00000083229.2	Gm11862	0	0	0	0	0	0
ENSMUSG00000064619.2	Gm23975	0	0	0	0	0	0
ENSMUSG00000082994.2	Gm11848	0	0	0	0	1	0
ENSMUSG00000082552.2	Gm11850	0	0	2	1	0	0
ENSMUSG00000083572.2	Gm11849	2.33	0.50	0.33	1	2	0.33
ENSMUSG00000120707.1	Gm30092	0	0	0	1	3	1
ENSMUSG00002075852.1	Gm56227	0	0	0	0	0	0
ENSMUSG00000085478.2	Gm11851	0.20	0.20	0	0.40	0	0.40
ENSMUSG00000028226.16	Mmp16	0	0	0	59.20	1	0
ENSMUSG00000083387.2	Gm11860	0	0	0	0	0	0
ENSMUSG00000083150.2	Gm11852	0	1	1.50	0.50	0	0
ENSMUSG00000087402.2	Gm11867	0	1	0	1	1	0
ENSMUSG00000080919.2	Gm11854	0	0	0	0	0	0
ENSMUSG00000083660.2	Gm11853	1	0	0	0.50	2	0
ENSMUSG00002075147.1	Gm56229	0	0	0	0	0	0
ENSMUSG00002076858.1	Gm56230	0	0	0	2.20	0	0.20
ENSMUSG00000073991.6	Cnbd1	0	0	0	2	0	0
ENSMUSG00000050550.8	Gm11868	103.50	70	87	44.50	52	91
ENSMUSG00000083005.2	Gm12392	0	0	0	1	0	0
ENSMUSG00000083105.2	Gm12393	0	0	0	2	0	0
ENSMUSG00000056494.8	Cngb3	0	0	0	2	0	2
ENSMUSG00000082320.2	Gm11877	4.38	0.73	1.40	1.73	2.00	1.20
ENSMUSG00002075975.1	Gm56231	0	0	0	0	0	0
ENSMUSG00000028228.6	Cpne3	1240.50	1478.53	1616.50	996.20	1322.50	2170
ENSMUSG00000028229.12	Rmdn1	472.90	308.20	274.70	274.50	485.20	316.50
ENSMUSG00000078772.3	Gm12353	41	26	29	27.50	47.50	27
ENSMUSG00000041058.16	Wwp1	819	968.50	742.50	288.50	1196	1045.50
ENSMUSG00000086071.8	Gm12354	0	0	0	0	1	2
ENSMUSG00000041052.9	Slc7a13	0	0	0	1	0	26
ENSMUSG00000028238.7	Atp6v0d2	26341.00	21888	26534	3865	4137	5611
ENSMUSG00000086332.3	4930480G23Rik	0	0	0	1	1	2
ENSMUSG00000073988.14	Ttpa	0	0	0	7	1	1
ENSMUSG00000073987.5	Ggh	6256.50	5061	5421	2711	3490	5366
ENSMUSG00000055761.15	Nkain3	0	0	0	1	0	1
ENSMUSG00000086017.2	Gm11872	0	0	0	1	0	1
ENSMUSG00000081964.2	Gm11873	0	0	1	0	0	0
ENSMUSG00000083315.2	Gm11871	0	0	0	0	0	0
ENSMUSG00000088073.2	Gm22817	0	0	0	0	0	0
ENSMUSG00000089322.4	Gm25977	0	0	0	0	0	0
ENSMUSG00000083654.2	Gm11875	0	0	0	1	1	0
ENSMUSG00000082672.2	Gm11876	0	0	0	1	0	0
ENSMUSG00000040478.15	Prdm13	0	0	0	8	2	0
ENSMUSG00000028252.21	Ccnc	1547.50	1200.50	1435	915.50	1042.20	1647.50
ENSMUSG00000028251.6	Tstd3	1066.70	618.07	629.50	564.40	524.80	680.50
ENSMUSG00000040455.18	Usp45	248	241.50	303	300.50	292	569.10
ENSMUSG00000028248.16	Pnisr	422	318	419	886	701.50	831
ENSMUSG00000028247.3	Coq3	482	241	569	545	308	500
ENSMUSG00000028246.14	Faxc	0	3	1	5	2	1
ENSMUSG00000080997.2	Gm11885	0	0	0	0	0	0
ENSMUSG00000082490.2	Gm11880	0	0	0	0	0	0
ENSMUSG00000083376.2	Gm11882	0	0	0	0	0	0
ENSMUSG00000040410.15	Fbxl4	533	314	286	430	393	526
ENSMUSG00000077561.2	Gm24607	0	0	0	0	0	0
ENSMUSG00000103000.2	Gm37900	14	0	0	17.20	1.20	0
ENSMUSG00000095139.3	Pou3f2	0	0	3	9	3	1.70
ENSMUSG00000120708.1	ENSMUSG00000120708	0	0	0	1	0	0.50
ENSMUSG00000107859.2	Gm30731	0	0	0	1	0	0
ENSMUSG00000081810.2	Gm11878	560.61	464.70	357.36	296.23	507.68	982.01
ENSMUSG00000083514.2	Gm11881	0	1	0	1	0	0
ENSMUSG00000080762.2	Gm11879	0	0	0	0	0	0
ENSMUSG00002076522.1	Gm56131	0	0	0	0	0	0
ENSMUSG00000028244.7	1700025O08Rik	0	0	0	0	0	2
ENSMUSG00000087098.2	Gm11884	0	0	0	0	0	1
ENSMUSG00000083785.2	Gm11888	0	0	0	0	0	0
ENSMUSG00000082876.2	Gm11889	28	19.50	18.50	29.50	30.50	50
ENSMUSG00002075723.1	Gm56133	0	0	0	0	0	0
ENSMUSG00000084179.2	Gm11890	0	0	0	0	0	0
ENSMUSG00000100395.2	Gm28448	0	0	0	0	0	0.20
ENSMUSG00000083154.2	Gm11892	0	0	0	1	0	0
ENSMUSG00000081148.2	Gm11891	0	0	0	1	1	0
ENSMUSG00000099150.2	Gm27243	0	0	0	0	0	0
ENSMUSG00000045751.17	Mms22l	6	12	41	40	13	16
ENSMUSG00000040387.17	Klhl32	28.20	3	0	6	2	3.73
ENSMUSG00000087399.2	Gm11899	0	0	0	2	0	0
ENSMUSG00000028261.14	Ndufaf4	718	542	550	439	393	718
ENSMUSG00000046219.10	C230012O17Rik	1	0	0	7.33	2	1
ENSMUSG00000040372.3	Gpr63	0	0	0	3.33	1	0
ENSMUSG00000085885.2	Gm11906	22.50	9.50	25.50	28.33	19	23.50
ENSMUSG00000028259.14	Fhl5	2	0	0	0	0	0
ENSMUSG00000040359.15	Ufl1	548.50	402.50	593.50	604	547	838.50
ENSMUSG00000083737.2	Prdx6-ps2	1	0	0	0	3	1
ENSMUSG00000081786.2	Gm11897	0	0	0	1	0	0
ENSMUSG00000082451.2	Gm11894	0	0	0	0	0	0
ENSMUSG00000089327.2	Gm25975	0	0	0	0	0	1
ENSMUSG00000081369.2	Gm11896	4	7	9	4	6	4
ENSMUSG00000081789.2	Gm11893	11.50	9.33	10.83	17.17	11.50	25.17
ENSMUSG00000065040.2	Gm24977	0	0	0	0	0	0
ENSMUSG00000055373.9	Fut9	0	1	0	6	2	1
ENSMUSG00000065048.4	Gm24042	0	0	0	0	0	0
ENSMUSG00000083835.2	Gm11898	0	0	0	0	0	0
ENSMUSG00002075069.1	Gm56148	0	0	0	0	0.20	0
ENSMUSG00000084018.2	Gm11895	2	2	3	3	1	2
ENSMUSG00000088547.4	Gm24965	0	0	0	0	0	0
ENSMUSG00000040520.8	Manea	208	240	261	136	429.20	323
ENSMUSG00000096105.2	Bhmt-ps1	0	0.67	0	0.33	0.33	0.50
ENSMUSG00000082573.2	Gm11903	0	0	0	2	0	0
ENSMUSG00000081985.2	Gng2-ps1	36	25	19	36	21	51
ENSMUSG00000082138.2	Gm11905	0	0	0	1	0	0
ENSMUSG00000086257.2	4930548K13Rik	0	0	0	0	0	0
ENSMUSG00000083447.2	Gm11904	0	0	0	0	0	0
ENSMUSG00000080958.2	Gm11902	0	0	0	1	0	0
ENSMUSG00000084163.2	Gm11901	0	0	0	2	0	0
ENSMUSG00000095003.2	Gm25173	0	0	0	0	0.20	0
ENSMUSG00000082674.2	Gm11914	115.50	81.50	72	76	57.50	144
ENSMUSG00000080175.3	Tpm3-rs2	0	0	0	0	0.33	0
ENSMUSG00000082977.2	Gm11911	0	0	0	0	0	0
ENSMUSG00000082703.2	Gm11907	1	0	1	0	0	0
ENSMUSG00000077521.2	Gm25378	0	0	0	1	0	0
ENSMUSG00000082359.2	Mif-ps11	0	0	0	0	0	0
ENSMUSG00000081579.2	Gm11909	0	0	0	1	0	0
ENSMUSG00000084073.2	Gm11910	0	0	0	0.50	0	0
ENSMUSG00000083214.2	Gm11912	3.58	3.50	4	5.50	3.50	5.75
ENSMUSG00000081011.2	Gm11913	0	0	0	0	0	0
ENSMUSG00000028289.13	Epha7	4	2	13	6	2	1
ENSMUSG00000086774.2	Gm11915	0	0	0	0	0	0
ENSMUSG00000087316.2	Gm11917	0	0	0	2	0	0
ENSMUSG00000086339.2	Gm11916	0	0	0	0	0	0
ENSMUSG00000080911.2	Gm11918	0	1	0	0	0	1
ENSMUSG00000082486.2	Gm11919	0	0	0	0	0	0
ENSMUSG00000082058.2	Gm11923	1	0	0	1	0	0
ENSMUSG00000080771.2	Gm11925	0	0	0	0	0	0
ENSMUSG00000087180.2	Gm11924	0	0	0	0	0	0
ENSMUSG00000085522.2	4930556G01Rik	0	0	0	0	0	0
ENSMUSG00002075233.1	Gm56152	0	0	0	0	0	0
ENSMUSG00000082949.2	Gm11920	7.05	1.33	1.93	1.20	0.45	2.80
ENSMUSG00000065053.2	Gm25705	0	0	0	0	0	0
ENSMUSG00000082254.2	Gm11922	8.20	6.80	5.40	6.40	8.20	11.45
ENSMUSG00000120487.1	ENSMUSG00000120487	0	0	1	1	0	0
ENSMUSG00000028284.14	Map3k7	172	338.70	226.33	531	221.50	58.50
ENSMUSG00000084201.2	Gm11926	0	0	0	0	0	0.50
ENSMUSG00000084440.4	Gm26254	0	0	0	0	0	4
ENSMUSG00000082398.2	Gm11927	3.83	3.17	4.50	1.33	4	6.83
ENSMUSG00000083872.2	Gm11928	0	0	0	0	0	0
ENSMUSG00000120548.1	ENSMUSG00000120548	0	4	0	1	0	0
ENSMUSG00000083564.2	Gm11929	8.60	6.40	5.20	3.80	3.20	7.93
ENSMUSG00000040270.17	Bach2	139.75	123.20	156.53	112.50	114.20	71.50
ENSMUSG00000087049.2	Bach2it1	9	0	1	2	0	3
ENSMUSG00002075802.1	Gm56158	0	0	0	1	0	0
ENSMUSG00000086150.2	Bach2os	1063.25	1123	897	374.50	200	338.50
ENSMUSG00000051056.6	Gja10	0	0	0	1	0	1
ENSMUSG00000081879.2	Gm11933	0	0	0	0	0	0.50
ENSMUSG00000028282.13	Casp8ap2	398	283	184	255	113	306
ENSMUSG00000081592.2	Gm11936	0	0	0	0	0	0
ENSMUSG00000058006.13	Mdn1	254	160	104	304	71.25	203
ENSMUSG00000045854.5	Lyrm2	654.50	632	475	381	422.50	804.50
ENSMUSG00000040183.14	Ankrd6	0.60	0	1	10.60	3.40	1
ENSMUSG00000083565.2	Gm11941	0	2	0	0	0	0
ENSMUSG00000094344.2	Gm11942	779.23	673.46	547.50	395.91	543.98	1020.86
ENSMUSG00000028278.15	Rragd	28	203	94	52	85	141
ENSMUSG00000081025.2	Gm11943	0	0	0	0	0	0
ENSMUSG00000085037.2	4933421O10Rik	1.25	0.20	2	8.50	8.20	1
ENSMUSG00000028277.14	Ube2j1	1228	979	820	1576	1809	2745
ENSMUSG00000082851.2	Btf3-ps8	1	1	0	0	1	0
ENSMUSG00000023267.11	Gabrr2	0	1	0	3	12	0
ENSMUSG00000028280.10	Gabrr1	0	0	0	3	3	0
