Geneid	gene_name	WT_1	WT_2	WT_3	WT_4	DBDB_1	DBDB_2	DBDB_3	DBDB_4
ENSMUSG00000106585.2	Gm25053	0	0	0	0	0	0	0	0
ENSMUSG00000064595.2	Gm22300	0	0	0	0	0	0	0	0
ENSMUSG00000045589.8	Frrs1l	2	0	0	0	0	0	0	0
ENSMUSG00000028434.13	Epb41l4b	1	2	1	9	5	2	12	7
ENSMUSG00000085967.2	Gm12530	0	0	0	0	0	0	0	0
ENSMUSG00000038764.15	Ptpn3	0	1	6	5	13	3	2	2
ENSMUSG00000085654.2	Gm12536	0	0	0	0	0	0	0	0
ENSMUSG00000087044.2	1700042G15Rik	0	0	0	0	0	0	0	0
ENSMUSG00000095042.2	Gm12537	10.20	19.40	26.53	17.00	16.20	24.80	8.40	13.00
ENSMUSG00000081540.4	Gm12538	0	0	0	0	0	0	0	0
ENSMUSG00000090053.10	Pakap	1	2.50	1	8.50	0	5.50	1	3.50
ENSMUSG00000081615.2	Gm12539	0	0	0	0	0	0	0	0
ENSMUSG00000089945.14	Pakap	43	42	52	42.50	204.50	132	101	107
ENSMUSG00000038729.25	Pakap	42.60	40.70	51.60	41.20	204.90	129.80	101.50	106.90
ENSMUSG00000073846.5	Gm12526	0	0	0	0	0	0	0	0
ENSMUSG00002076792.1	Gm56147	0	0	0	0	0	0	0	0
ENSMUSG00000096195.2	Gm26138	0	0	0	0	0	0	0	0
ENSMUSG00000052117.6	D630039A03Rik	0	1	0	0	0	0	0	0
ENSMUSG00000028367.6	Txn1	244.00	368	518	307.00	439	719.50	294	377
ENSMUSG00000119963.1	ENSMUSG00000119963	0	0	0	0	0	0	1	0
ENSMUSG00000038709.16	Txndc8	0	0	0	0	0	0	0	0
ENSMUSG00000028369.16	Svep1	47.50	35	50.50	37	45	29	24	26
ENSMUSG00000057280.16	Musk	0	0	0	0	0	0	0	0
ENSMUSG00000038668.15	Lpar1	11	4	8	17	37	9	14	24
ENSMUSG00000093293.2	Mir3095	0	0	0	0	0	0	0	0
ENSMUSG00000083834.2	Gm12577	1	3	5	0	2	7	0	0
ENSMUSG00000081186.2	Gm12578	0	0	0	0	0	0	0	0
ENSMUSG00000083145.2	Gm12579	0	0	0	0	0	0	0	0
ENSMUSG00000086470.2	Gm12580	0	0	0	0	0	0	0	0
ENSMUSG00000043385.5	Or2k2	0	0	0	0	0	0	0	0
ENSMUSG00000050812.19	Ecpas	52	72	101	79	63	111	53	43
ENSMUSG00002076044.1	Gm56161	0	0	0	0	0	0	0	0
ENSMUSG00000038630.9	Zkscan16	0	0	0	0	0	0	0	0
ENSMUSG00000028378.7	Ptgr1	4	2	3	0	15	7	5	4
ENSMUSG00000070972.14	Dnajc25	71	84	86	74	82	64	73	52
ENSMUSG00000038607.13	Gng10	31	32	33	30	47	45	22	28
ENSMUSG00000038598.10	Shoc1	0	0	0	0	0	0	0	0
ENSMUSG00000081432.2	Gm12593	0	0	0	0	0	0	0	0
ENSMUSG00000086660.2	Gm12594	0	0	0	0	0	0	0	0
ENSMUSG00000082978.2	Rpsa-ps11	0	0	0	0	0	0	0.50	0
ENSMUSG00000028381.9	Ugcg	2	11	10	9	16	22	4	12
ENSMUSG00000086952.3	Gm12596	0	0	0	0	0	0	0	0
ENSMUSG00000120318.1	ENSMUSG00000120318	0	0	0	0	0	0	0	0
ENSMUSG00000038578.16	Susd1	0	1	0	0	0	0	1	2
ENSMUSG00000083979.2	Gm12527	0	0	0	0	0	0	0	0
ENSMUSG00000028382.16	Ptbp3	213	260	353	286	296	305	190	211
ENSMUSG00000080831.2	Gm12529	0	0	0	0	0	0	0	0
ENSMUSG00000046145.8	1700018M17Rik	0	0	0	0	0	0	0	0
ENSMUSG00000028383.18	Hsdl2	301	336	358	322	366	383	311	327
ENSMUSG00000045071.15	E130308A19Rik	6.20	8.50	8	9	12	4	8	4
ENSMUSG00000038544.15	Inip	12.80	15.50	15	12	20	22	27	27
ENSMUSG00000028385.15	Snx30	20	24.50	22.50	26.50	55.75	34.25	20.50	20
ENSMUSG00000080772.2	Gm12543	7	4.50	10.50	6.50	2.75	2.25	6.50	7
ENSMUSG00000073843.4	Gm12542	0	0	0	0	0	0	0	0
ENSMUSG00000028386.2	Slc46a2	0	0	0	0	0	0	0	0
ENSMUSG00000041333.7	Mup4	0	0	0	0	0	0	0	0
ENSMUSG00000078689.9	Mup6	0	0	0	0	0	0	0	0
ENSMUSG00000073842.11	Mup7	0	0.25	2.00	0	0.40	0	0.40	0
ENSMUSG00000083239.2	Mup-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000078688.12	Mup2	2.00	0.80	6.20	1.20	1.38	1.00	0.40	0.20
ENSMUSG00000073840.7	Mup-ps2	0	0	0	0	0	0	0	0
ENSMUSG00000078687.10	Mup8	0	0.20	1.20	0	0	0	0.20	0
ENSMUSG00000095455.2	Mup-ps3	0	0	0	0	0	0	0	0
ENSMUSG00000096654.2	Mup-ps29	0	0	0	0	0	0	0	0
ENSMUSG00000083293.2	Mup-ps28	0	0	0	0	0	0	0	0
ENSMUSG00000078686.12	Mup9	0.20	0	1.13	1.10	0	0	0	0
ENSMUSG00000078685.7	Mup-ps4	0	0	0	0	0	0	0	0
ENSMUSG00000094202.2	Mup-ps26	0	0	0	0	0	0	0	0
ENSMUSG00000078683.10	Mup1	0	0.65	1.20	0	0.20	0.20	2.40	0.20
ENSMUSG00000086253.2	Gm13773	0	0	0	0	0	0	0	0
ENSMUSG00000094222.2	Mup-ps6	0	0	0	0	0	0	0	0
ENSMUSG00000094235.2	Mup-ps24	0	0	0	0	0	0	0	0
ENSMUSG00000078680.4	Mup10	3.67	1.00	6.93	1.87	0.60	1.20	0.40	0
ENSMUSG00000082868.2	Mup-ps5	0	0	0	0	0	0	0	0
ENSMUSG00000073834.11	Mup11	0.20	1.53	2.67	0	0.53	1.20	0	0
ENSMUSG00000094743.3	Mup-ps7	0	0	0	0	0	0	0	0
ENSMUSG00000094793.2	Mup12	0	0	1.40	0	0.65	0	0	0
ENSMUSG00000096891.2	Mup-ps8	0	0	0	0	0	0	0	0
ENSMUSG00000110439.2	Mup22	2.67	2.13	8.13	2.63	1.38	1.20	0.40	0
ENSMUSG00000094948.3	Gm21286	0	0	0	0	0	0	0	0
ENSMUSG00000096652.2	Mup-ps9	0	0	0	0	0	0	0	0
ENSMUSG00000089873.9	Mup13	2.20	0.85	7.30	2.55	0.60	1.00	0.20	0
ENSMUSG00000082173.2	Mup-ps10	0	0	0	0	0	0	0	0
ENSMUSG00000073830.12	Mup14	2.00	0.60	5.80	1.20	0.60	1.20	0.20	0.20
ENSMUSG00000095978.2	Mup-ps11	0	0	0	0	0	0	0	0
ENSMUSG00000096674.2	Mup15	0	0.65	0.40	0	0.20	0.20	0.20	0.20
ENSMUSG00000073835.6	Mup-ps12	0	0	0	0	0	0	0	0
ENSMUSG00000078675.10	Mup16	1.87	0	0.53	2.02	0	0.20	0	0
ENSMUSG00000095532.2	Mup-ps13	0	0	0	0	0	0	0	0
ENSMUSG00000096688.2	Mup17	0.20	0	0.80	0	0	0.20	0	0.20
ENSMUSG00000082065.2	Mup-ps14	0	0	0	0	0	0	0	0
ENSMUSG00000078674.3	Mup18	0	1.33	2.13	0	0	0.20	0	0
ENSMUSG00000083304.2	Mup-ps15	0	0	0	0	0	0	0	0
ENSMUSG00000095307.2	Gm12573	0	0	0	0	0	0	0	0
ENSMUSG00000078673.11	Mup19	0	0	1.83	0	0.45	0	0.20	0
ENSMUSG00000081207.5	Gm13775	0	0	0	0	0	0	0	0
ENSMUSG00000090090.2	Mup-ps16	0	0	0	0	0	0	0	0
ENSMUSG00000058523.3	Mup5	0	0	0	0	0	0	0	0
ENSMUSG00000081755.2	Mup-ps23	0	0	0	0	0	0	0	0
ENSMUSG00000081053.2	Mup-ps17	0	0	0	1.10	0	0.20	0	0
ENSMUSG00000082363.2	Mup-ps18	0	0	0	0	0	0	0	0
ENSMUSG00000082644.2	Mup-ps19	0	0	0	0	0	0	0	0
ENSMUSG00000084309.2	Mup-ps20	0	0	0	0	0	0	0	0
ENSMUSG00000083524.2	Mup-ps21	0	0	0	0	0	0	0	0
ENSMUSG00000078672.3	Mup20	0	0	0	0	0	0	0	0
ENSMUSG00000066154.12	Mup3	2	0	0	0	0	2	0	4
ENSMUSG00000085404.2	Gm12909	0	0	0	0	0	0	0	0
ENSMUSG00000086530.2	Gm12910	0	0	0	0	0	0	0	0
ENSMUSG00000066153.3	Mup21	0	0	0	0	0	0	0	1
ENSMUSG00000028389.13	Zfp37	2	0	1	2	7	0	5	0
ENSMUSG00000066152.12	Slc31a2	25	41	33	37	72	83	53	47
ENSMUSG00000118769.1	Gm23148	0	0	0	0	0	0	0	0
ENSMUSG00000066151.13	Fkbp15	49	40.00	33	40.00	67.00	30	48.00	37.00
ENSMUSG00000066150.13	Slc31a1	29	26	53	48	27.50	28	10	34
ENSMUSG00000066149.12	Cdc26	23.50	35	49.50	25	28.50	47	41.50	30
ENSMUSG00000066148.4	Prpf4	44	33	24	25	27.50	23	20	28
ENSMUSG00000063851.13	Rnf183	0	0	0	0	0	0	0	0
ENSMUSG00000028391.17	Wdr31	0	0	0.20	0	1.20	0	0.20	1.20
ENSMUSG00000028392.16	Bspry	0	1	3	1	0	0	0	1
ENSMUSG00000038422.3	Hdhd3	6	3	6	6	10	5	0	4
ENSMUSG00000028393.11	Alad	99	113.00	135	96	97	59	65	80
ENSMUSG00000028394.10	Pole3	73	128.00	110	59	117.00	105	125	101.00
ENSMUSG00000058046.2	4933430I17Rik	0	0	0	0	1	0	0	0
ENSMUSG00000059810.19	Rgs3	79.50	100	82	49	53	77.50	53	69.50
ENSMUSG00000085177.2	Gm11209	0	0	0	0	0	0	0	0
ENSMUSG00000085223.2	Gm11210	0	0	0	0	0	0	0	0
ENSMUSG00000086139.2	Gm11211	0	0	0	0	0	0	0	0
ENSMUSG00000077161.4	Gm24117	0	0	0	0	0	0	0	0
ENSMUSG00000087967.3	Gm25391	0	0	0	0	0	0	0	0
ENSMUSG00000082048.2	Gm11481	0	0	0	0	0	0	0	0
ENSMUSG00000083635.2	Gm11480	0	0	0	0	0	0	0	0
ENSMUSG00000028358.16	Zfp618	4	4	6	1	5	1	3	4
ENSMUSG00000028356.5	Ambp	0	0	0	0	0	0	0	0
ENSMUSG00000028357.14	Kif12	0	0	0	0	0	0	0	0
ENSMUSG00000045672.16	Col27a1	51	54	52	66	283	265	238	267
ENSMUSG00000070102.3	Mir455	0	0	0	0	0	0	0	0
ENSMUSG00000039196.3	Orm1	102.50	88.50	187.50	97	451	256.50	114	290.50
ENSMUSG00000082141.2	Gm11212	0	0	0	0	0	1	0	0
ENSMUSG00000028359.5	Orm3	13	15.50	16.50	17.50	17	11.25	4	14
ENSMUSG00000061540.4	Orm2	12.50	5	12	7.50	54	17.25	6	22.50
ENSMUSG00000039158.12	Akna	2	3	3	7	16	12	12	18
ENSMUSG00000086953.2	Aknaos	0	0	0	0	0	0	0	0
ENSMUSG00000120352.1	ENSMUSG00000120352	0	0	0	0	0	0	0	0
ENSMUSG00000039137.19	Whrn	0	7	0	3	3	6	2	2
ENSMUSG00000039105.7	Atp6v1g1	173.17	263.00	264.67	203.83	246.67	227.33	141.50	190.83
ENSMUSG00000045917.18	Tmem268	48	58	35	62	44	26	29	31
ENSMUSG00000083943.2	Gm11483	0	0	0	0	1	0	0	0
ENSMUSG00000119757.2	Gm24448	0	0	0	0	0	0	0	0
ENSMUSG00000084782.3	Tex53	0	0	0	0	0	0	0	0
ENSMUSG00000058935.15	Tex48	0	0	0	0	0	0	0	0
ENSMUSG00000077504.3	Gm24234	0	0	0	0	0	0	0	0
ENSMUSG00000086817.2	Gm11482	0	0	0	0	0	0	0	0
ENSMUSG00000099294.3	Gm11214	0	0	0	0	0	0	0	0
ENSMUSG00000050395.10	Tnfsf15	0	1	0	0	0	0	1	0
ENSMUSG00000028362.3	Tnfsf8	0	0	2	0	0	0	0	0
ENSMUSG00000084345.4	Rpl17-ps4	31.97	31.28	41.98	34.87	67.07	65.53	53.58	53.15
ENSMUSG00000028364.16	Tnc	3	8	2	4	21.00	9	1	14.00
ENSMUSG00000073821.12	8030451A03Rik	0	0	0	0	0	0	0	0
ENSMUSG00000086755.2	Gm11216	0	0	0	0	0	0	0	0
ENSMUSG00000120418.1	ENSMUSG00000120418	0	0	0	0	0	0	0	0
ENSMUSG00000085032.2	Gm11217	0	0	0	0	0	0	0	0
ENSMUSG00000077214.3	Gm23950	0	0	0	0	0	0	0	0
ENSMUSG00000081941.2	Gm11218	0	0	0	0	0	0	0	0
ENSMUSG00000080805.2	Gm11219	0	0	0	0	0	0	0	0
ENSMUSG00000028370.8	Pappa	1	2	1	4	0	0	1	0
ENSMUSG00000028373.17	Astn2	0	0	0	1	1	2	0	0
ENSMUSG00000051675.14	Trim32	8	18	26	12	23	20	16	19
ENSMUSG00000083080.2	Gm11484	0	0	0	0	0	0	0	0
ENSMUSG00000065151.3	Gm25480	0	0	0	0	0	0	0	0
ENSMUSG00000082053.2	Gm11220	0	0	0	0	0	0	0	0
ENSMUSG00000039005.14	Tlr4	3	2	5	2	13	15	11	8
ENSMUSG00000121059.1	ENSMUSG00000121059	4	0	7	4	20	13	4	13
ENSMUSG00000081435.2	Gm11403	0	0	0	0	0	0	0	0
ENSMUSG00000080815.2	Hmgb1-rs18	0	0	0	0	0	0	0	0
ENSMUSG00002075222.1	Gm55159	0	0	0	0	0	0	0	0
ENSMUSG00000083087.2	Gm11249	15.10	13.90	18.95	18.45	18.90	23.95	21.40	17.88
ENSMUSG00000086364.2	Gm11751	0	0	0	0	0	0	0	0
ENSMUSG00000064762.3	Gm23738	0	0	0	0	0	0	0	0
ENSMUSG00000081231.2	Tcp1-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000086790.2	Gm12911	0	0	0	0	0	0	0	0
ENSMUSG00000028351.6	Brinp1	0	0	0	0	0	0	0	0
ENSMUSG00000065815.3	Gm24697	0	0	0	0	0	0	0	0
ENSMUSG00000082553.2	Gm11404	0	0	0	0	0	0	0	0
ENSMUSG00000120491.1	ENSMUSG00000120491	0	0	0	0	0	0	0	0
ENSMUSG00000082998.4	Gm11221	200	179	178	196	157	144	127	135.50
ENSMUSG00000085627.3	Gm11222	0	0	0	0	0	0	0	0
ENSMUSG00000046341.6	Gm11223	0	0	0	0	0	0	0	0
ENSMUSG00000084342.2	Gm11224	0.50	3.50	3.50	1	3.50	3.50	2	4
ENSMUSG00000082368.2	Gm11225	0	0	0	0	0	0	0	0
ENSMUSG00000039298.17	Cdk5rap2	10	5	6	4	15.17	13.00	5	11
ENSMUSG00000080902.2	Ywhaq-ps3	0	0	0	0	0.17	0	0	0.75
ENSMUSG00002076539.1	Gm55177	0	0	0	0	0	0	0	0
ENSMUSG00000039270.10	Megf9	10	8	4	9	14	13	14	8
ENSMUSG00000083549.2	Gm11227	0	0	0	0	0	0	0	0
ENSMUSG00000084937.2	Gm11228	0	0	0	0	0	0	0	0
ENSMUSG00000082017.2	Gm11229	0	0	0	0	0	0	0	0
ENSMUSG00000083914.4	Rps18-ps1	4.00	2.83	0.33	5.50	0.58	1.92	2.25	0.25
ENSMUSG00000082432.2	Gm11231	0	0	0	0	0	0	0	0
ENSMUSG00000066141.3	Gm11232	0	0	0	0	0	0	0	0
ENSMUSG00000081117.2	Gm11233	0	0	0	0	0	0	0	0
ENSMUSG00000086696.2	Gm11234	0	0	0	0	0	0	0	0
ENSMUSG00000008305.19	Tle1	8	24	34	34	46	59	39	28
ENSMUSG00000086027.2	Gm11250	0	0	0	0	0	0	0	0
ENSMUSG00000084910.3	C630043F03Rik	0	4	7	3	2	5	3	4
ENSMUSG00000083372.2	Gm11235	0	0	0	0	0	0	0	0
ENSMUSG00000059343.5	Aldoart1	1	0	0	0	0	1	0	0
ENSMUSG00000084173.2	Gm5287	0	0	0	0	0	0	0	0
ENSMUSG00000089098.3	Gm25653	0	0	0	0	0	0	0	0
ENSMUSG00000084162.2	Gm11251	0	0	0	0	0	0	0	0
ENSMUSG00000089194.3	Gm25769	0	0	0	0	0	0	0	0
ENSMUSG00000066137.14	Gm11487	0	0	0	0	0	0	0	0
ENSMUSG00000080222.3	Gm11486	0	0	0	0	0	0	0	0
ENSMUSG00000082566.2	Gm11485	0	0	0	0	0	0	0	0
ENSMUSG00000081871.2	Gm11488	7	4	3	5	1	3	5	3
ENSMUSG00000077312.3	Gm24170	0	0	0	0	0	0	0	0
ENSMUSG00000121585.1	Gm38423	0	0	0	0	0	0	0	0
ENSMUSG00000094116.2	Gm11237	0	0	0	0	0	0	0	0
ENSMUSG00000096700.2	Gm11236	0	0	0	0	0	0	0	0
ENSMUSG00000095935.3	Gm11238	0	0	0	0	0	0	0	0
ENSMUSG00000095048.9	Gm11239	0	0	0	0	0	0	0	0
ENSMUSG00000095341.2	Gm428	0	0	0	0	0	0	0	0
ENSMUSG00000043003.15	Rasef	0	0	0	0	0	0	0	0
ENSMUSG00000085034.2	Gm11240	0	0	0	0	0	0	0	0
ENSMUSG00000083530.2	Gm13867	0	0	0	0	0	0	0	0
ENSMUSG00000096530.8	Gm11758	0	0	0	0	0.67	0	0	0
ENSMUSG00000096750.8	Gm11757	0	0	0	0	0	0	0	0
ENSMUSG00000096333.8	Gm13871	0	0	0	0	0.67	0	0	0
ENSMUSG00000093962.8	Gm11756	0	0	0	0	0.67	0	0	0
ENSMUSG00000028396.6	2310002L09Rik	2	2	0	2	39	15	10	5
ENSMUSG00000049122.18	Frmd3	0	0	0	0	0	0	0	0
ENSMUSG00000081048.2	Gm11760	0	0	0	0	0	0	0	0
ENSMUSG00000083767.2	Gm11405	0	0	0	0	0	0	0	0
ENSMUSG00000028397.14	Kdm4c	5	2	2	1	2	8	3	0
ENSMUSG00000085482.2	A230083N12Rik	0	0	0	3	0	1	0	0
ENSMUSG00002075833.1	Gm26379	0	0	0	0	0	0	0	0
ENSMUSG00000104700.3	Gm26379	0	0	0	0	0	0	0	0
ENSMUSG00000081438.2	Gm11254	0	0	0	0	0	0	0	0
ENSMUSG00000083659.2	Gm11258	0	0	0	0	0	0	0	0
ENSMUSG00000082533.2	Gm11253	0	0	0	0	0	0	0	0
ENSMUSG00000084311.2	Gm11257	0	0	0	0	0	0	0	0
ENSMUSG00000081067.2	Gm12912	0	0	0	0	0	0	0	0
ENSMUSG00000028398.9	Dmac1	35	65	72	39	102	97	75	104
ENSMUSG00000119949.1	ENSMUSG00000119949	0	0	0	0	2	0	0	0
ENSMUSG00002075396.1	Gm55296	0	0	0	0	0	0	0	0
ENSMUSG00000083224.2	Csnk2a1-ps4	0	0	0	0	0	0	0	0
ENSMUSG00000084026.2	Gm11259	0	0	0	0	0	0	0	0
ENSMUSG00000084253.2	Gm11256	0	0	0	0	0	0	0	0
ENSMUSG00000081844.2	Gm11241	0	0	0	0	0	0	0	0
ENSMUSG00000028399.19	Ptprd	119	122	121	104	82	86	95	79
ENSMUSG00000080780.2	Gm11252	0	0	0	0	0	0	0	0
ENSMUSG00000110373.3	Gm42303	0	0	0	0	0	0	0	0
ENSMUSG00000083050.3	Gm11242	0	0	0	0	0	0	0	0
ENSMUSG00000081890.2	Gm11243	0	0	0	0	0	0	0	0
ENSMUSG00000081936.2	Gm11244	0	0	0	0	0	0	0	0
ENSMUSG00000084090.2	Gm11245	0	0	0	0	0	0	0	0
ENSMUSG00000081656.2	Gm11246	0	0	0	0	0	0	0	0
ENSMUSG00002076969.1	Gm55410	0	0	0	0	0	0	0	0
ENSMUSG00000092492.3	B230208B08Rik	0	0	0	0	0	0	0	0
ENSMUSG00000082351.2	Gm11260	0	0	0	0	0	0	0	0
ENSMUSG00000085840.2	Gm11261	0	0	0	0	0	0	0	0
ENSMUSG00002076908.1	Gm55411	0	0	0	0	0	0	0	0
ENSMUSG00000083629.2	Gm11262	0	0	0	0	0	0	0	0
ENSMUSG00000089543.3	Gm25836	0	0	0	0	0	0	0	0
ENSMUSG00000083496.2	Gm11263	213.45	219.85	310.98	250.36	405.25	340.85	281.73	344.86
ENSMUSG00000084248.2	Gm11409	0	0	0	0	0	0	0	0
ENSMUSG00000082179.2	Gm11407	4	0	2	0.50	8.50	6.50	1	4
ENSMUSG00000083076.2	Gm11408	0	9.50	3.50	4	32.50	32	14	14.50
ENSMUSG00000083219.2	Gm11410	1	0	1	0	1	0	0	0
ENSMUSG00000082555.2	Gm11406	0	0	0	0	0	0	0	0
ENSMUSG00000005994.15	Tyrp1	0	0	0	0	0	0	0	0
ENSMUSG00000048706.4	Lurap1l	3	6	3	2	7	11	4	12
ENSMUSG00002075952.1	Gm55413	0	0	0	0	0	0	0	0
ENSMUSG00000028402.19	Mpdz	18	16	19	6	87	46	31	53
ENSMUSG00000077607.3	Gm25803	0	0	0	0	0	0	0	0
ENSMUSG00000081391.2	Gm11765	0	0	0	0	0	0	0	0
ENSMUSG00000083385.2	Gm11411	0	0	0	0	0	0	0	0
ENSMUSG00000087540.2	Gm11412	0	0	0	0	0	0	0	0
ENSMUSG00002076931.1	Gm55520	0	0	0	0	0	0	0	0
ENSMUSG00000087608.2	Gm12914	0	0	0	0	0	0	0	0
ENSMUSG00000087110.3	Gm11264	0	0	0	0	0	1	0	0
ENSMUSG00002075489.1	Gm55533	0	0	0	0	0	0	0	0
ENSMUSG00000085022.4	Gm5860	1	0	0.25	0	2	0	0	0
ENSMUSG00000008575.18	Nfib	444	383	307	332	560	546	559	476
ENSMUSG00002075784.1	Gm55570	0	0	0	0	0	0	0	0
ENSMUSG00000120940.1	ENSMUSG00000120940	0	0	0	0	0	0	0	0
ENSMUSG00000087413.3	Gm11266	12	4	5	4	8	4	7	10
ENSMUSG00000084851.2	Gm11267	0	0	0	0	0	0	0	0
ENSMUSG00000084357.2	Gm11268	0	0	0	0	0	0	0	0
ENSMUSG00000086293.2	Gm11269	0	0	0	0	0	0	0	0
ENSMUSG00000028403.16	Zdhhc21	11	14	6	7	17	26	9	11
ENSMUSG00000038192.6	Cer1	0	0	0	0	0	0	0	0
ENSMUSG00000059049.15	Frem1	1	0	2	0	0	0	0	0
ENSMUSG00000089409.3	Gm24884	0	0	0	0	0	0	0	0
ENSMUSG00000082637.3	Gm11248	0	0	0	0	0	0	0	0
ENSMUSG00000083245.2	Gm11185	3.40	5.40	5.80	6.45	5.60	7.60	1.40	4.60
ENSMUSG00000038172.15	Ttc39b	12	11	10	6	14	9	10	15
ENSMUSG00000119168.1	Gm23412	0	0	0	0	0	0	0	0
ENSMUSG00000086321.2	Gm11413	0	0	0	0	0	0	0	0
ENSMUSG00000087592.2	Gm11184	0	0	0	0	0	0	0	0
ENSMUSG00000028483.14	Snapc3	23.50	17	28.50	10.50	28.00	40.50	21.50	34.50
ENSMUSG00000028484.17	Psip1	27.50	25	30.50	24.50	34.00	33.50	26.50	29.50
ENSMUSG00000082416.2	Gm11414	0	0	0	0	0	0	0	0
ENSMUSG00000066116.4	Gm10154	209.95	182.70	229.08	203.82	323.65	459.20	177.42	479.20
ENSMUSG00000120694.1	ENSMUSG00000120694	0	0	0	0	0	0	0	0
ENSMUSG00000052407.18	Ccdc171	4	1	1	1	1	5	2	2
ENSMUSG00000064606.3	Gm25899	0	0	0	0	0	0	0	0
ENSMUSG00000098217.2	Gm27046	0	0	0	0	0	0	0	0
ENSMUSG00000080793.2	Cbx3-ps3	2	0	0	0	0	0	0	0
ENSMUSG00000097942.2	Gm26968	0	0	0	0	0	0	0	0
ENSMUSG00000085378.2	Gm11415	0	0	0	0	0	0	0	0
ENSMUSG00000085217.2	6030471H07Rik	0	0	0	0	0	0	0	0
ENSMUSG00000083044.2	Gm12416	2.70	3.30	3.60	3.10	3.10	4.50	4.20	2.10
ENSMUSG00000087378.2	Gm12414	0	0	0	0	0	0	0	0
ENSMUSG00000028487.19	Bnc2	4.78	2.20	4	4	5.50	2	5	3
ENSMUSG00000083743.2	Gm12421	1	0	1	0	0	0	0	0
ENSMUSG00000081775.2	Gm12420	0	0	0	0	0	0	0	0
ENSMUSG00000086413.2	Gm12415	0	0	0	0	0	0	0	0
ENSMUSG00000038070.16	Cntln	18	19	16	7	42	23	16	15
ENSMUSG00000083139.2	Gm12418	0	0	0	0	0	0.50	0	0
ENSMUSG00000080303.3	Gm12419	0	0	0	0	0	0	0	0
ENSMUSG00000084267.2	Gm12417	0	0	0	0	0	0	0	0
ENSMUSG00000028488.16	Sh3gl2	2	2	0	0	0	1	1	2
ENSMUSG00000081862.2	Gm12413	0	0	0	0	0	0	0	0
ENSMUSG00000066113.17	Adamtsl1	9	3	5	4	21	17	6	7
ENSMUSG00002074882.1	Gm55684	0	0	0	0	0	0	0	0
ENSMUSG00000064687.3	Gm25811	0	0	0	0	0	0	0	0
ENSMUSG00000083272.2	Gm12550	0	0	0	0	0	0	0	0
ENSMUSG00000028492.14	Saxo1	0	0	0	0	0	0	0	0
ENSMUSG00000077597.4	Gm26017	0	0	0	0	0	0	0	0
ENSMUSG00000085108.2	Saxo1os	0	0	0	0	0	0	0	0
ENSMUSG00000070934.7	Rraga	111	198	263	242	441	382	277	371
ENSMUSG00000038047.19	Haus6	10	15	6	5	7	9	4	14
ENSMUSG00000088958.3	Scarna8	0	0	0	0	0	0	0	0
ENSMUSG00000081169.2	Gm12551	1	2	0	0	0	0	0	0.50
ENSMUSG00000028494.13	Plin2	619.00	545.50	876.50	895.00	954.50	644	365.00	781.50
ENSMUSG00000038024.18	Dennd4c	5.50	9	5	4.50	1	5.50	1.50	5.50
ENSMUSG00000082969.2	Gm12630	8	9	15.45	6.33	10.50	63.67	9.50	13.67
ENSMUSG00000028495.15	Rps6	206.10	264.15	337.73	268.38	475.76	447.55	322.55	400.73
ENSMUSG00000038007.15	Acer2	57	97	83	93	74	60	85	87
ENSMUSG00000037996.18	Slc24a2	0	0	0	0	0	0	0	0
ENSMUSG00000086512.2	Gm12600	0	0	0	0	0	0	0	0
ENSMUSG00002075661.1	Gm55749	0	0	0	0	0	0	0	0
ENSMUSG00000082443.2	Gm12604	0	0	0	0	0	0	0	0
ENSMUSG00000028496.18	Mllt3	19	17	38	24	59	35	57	35
ENSMUSG00000084809.2	Gm12631	0	0	0	0	0	0	0	0
ENSMUSG00000081530.2	Gm12646	0	0	0	0	0	0	0	0
ENSMUSG00000038368.17	Focad	16.50	12	16	13.50	17.50	19.50	9	17
ENSMUSG00000070077.4	Mir491	0	0	0	0	0	0	0	0
ENSMUSG00000082597.2	Gm12645	0	0	0	0	0	0	0	0
ENSMUSG00000028497.13	Hacd4	20.50	18	25	22.50	43.50	37.50	27	40
ENSMUSG00000048806.5	Ifnb1	0	0	0	0	0	0	0	0
ENSMUSG00000096011.2	Ifna15	0	0	0	0	0	0	0	0
ENSMUSG00000095896.2	Ifna14	0	0	0	0	0	0	0	0
ENSMUSG00000080964.2	Ifna-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000095270.2	Ifna9	0	0	0	0	0	0	0	0
ENSMUSG00000078480.4	Mrpl48-ps	4	1	2	10	9	10	2	6
ENSMUSG00000073811.5	Ifna12	0	0	0	0	0	0	0	0
ENSMUSG00000083958.2	Gm12601	0	0	0	0	0	0	0	0
ENSMUSG00000038330.11	Pramel32	0	0	0	0	0	0	0	0
ENSMUSG00000063376.7	Ifna13	0	0	0	0	0	0	0	0
ENSMUSG00000081784.2	Gm13281	0	0	0	0	0	0	0	0
ENSMUSG00000078355.2	Ifna16	0	0	0	0	0	0	0	0
ENSMUSG00000078354.2	Ifna2	0	0	0	0	0	0	0	0
ENSMUSG00000100079.2	Ifnab	0	0	0	0	0	0	0	0
ENSMUSG00000081893.2	Gm13273	0	0	0	0	0	0	0	0
ENSMUSG00000084192.2	Gm13282	0	0	0	0	0	0	0	0
